16820,Amazon is investigating Chinese employees who are selling internal data to third-party sellers looking for an edge in the competitive marketplace. URL #Amazon #MAGA #KAG #CHINA #TCOT,NOT
43605,@USER @USER Obama wanted liberals &amp; illegals to move into red states,NOT
45157,@USER Buy more icecream!!!,NOT
82776,@USER @USER @USER It’s not my fault you support gun control,NOT
42992,@USER What’s the difference between #Kavanaugh and @USER   One of these men admitted to groping a 15 year old girl years ago.  The other is going to be #confirmed to the SCJ   #DemsareFrauds #DemsAreDone   #WalkAwayDemocrats2018 #redwave #VoteRedSaveAmerica #trumptrain #MAGA URL,NOT
54920,@USER @USER @USER It should scare every American!  She is playing Hockey with a warped puck!,NOT
56392,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I like my soda like I like my boarders with a lot of ICE.,NOT
86735,@USER you are also the king of taste,NOT
95686,#MAGA @USER  🎶 Sing like no one is listening  ♥️ Love like you've never been hurt  ✔️ Vote GOP when no one is watching  🙉  And don't listen to Liberals' dirt URL,NOT
71446,"5/5: @USER The time is right for this House to respond to the concerns of all Canadians. Four out of five Canadians support stronger gun control and with good reason.” #guncontrol #cdnpoli #cdnhist""",NOT
23958,@USER Besides Jax’s mom and maybe Ope he is hands down my favorite he’s like the only good person on the show 😂,NOT
67757,@USER @USER You are correct.,NOT
63236,@USER Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious?  Could you give some specifics? URL,NOT
83484,"South Korean Official: “Leaders will discuss specific denuke measures in Pyongyang”""  URL #TCOT #MAGA #RedNationRising""",NOT
74932,@USER @USER You can tell he is a hooper too,NOT
91252,@USER I feel like he is better chasing the title,NOT
81613,@USER Glad to see your friends are supporting Metis rights as much as you are supporting Zionists. URL,NOT
82333,@USER Yes you are but I was asking what is it about the movie ?🤷‍♂️👀,NOT
13017,@USER No wonder he is being apologetic and more social these day....,NOT
18129,@USER @USER @USER Any updates re ending your blatant #racism as #Windrush &amp; #Grenfell proves you are  @USER @USER #alloutpolitics #politicslive #PMQs @USER URL,NOT
70380,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Do you know what’s going to happen now?  I’m going to have to lay in bed and cry while I listen to Kelly Clarkson. Thanks free speech antifa.,NOT
74358,@USER Blow hard,NOT
82599,@USER @USER @USER That means you are a max lvl. Twitter user and maybe should try a new game,NOT
40212,"@USER @USER Please explain what controlled opposition"" means.  As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than they want to be.""",NOT
78367,@USER @USER @USER @USER @USER Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also part of the problem.,NOT
66596,3. Nina  One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.,NOT
70999,.@USER @USER @USER @USER @USER  PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him.    #RuleOfLaw matters. #MeToo #CountryOverParty #WithdrawKavanaugh  #StopKavanaugh,NOT
36026,"@USER @USER Ppl who say I'm not racist"" are racist. You Are A Racist. Repeat after me""",NOT
29439,@USER Kathy the Patriot🗽  YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!!  A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp; EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp; #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp; #THEUSA     😀 🗽🗽🗽 😀,NOT
74477,@USER Wow you liberals really don’t have a sense of humor.🙄,NOT
49845,@USER I'M SO FUCKING READY,NOT
32305,@USER Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Lunatic,NOT
77243,@USER Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc,NOT
73205,@USER @USER @USER What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna happen.,NOT
47311,@USER Me too! Her wedding was the best! She is very pretty!,NOT
48553,@USER @USER No conflict here—don’t look at this.  #Soros involved in violent left agenda of Antifa also.,NOT
75689,@USER @USER @USER URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more votes,NOT
10607,#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A URL,NOT
43913,@USER @USER Hi there! We love what a huge fan of Camila Mendes you are! Would it be alright if we used your tweet about her in our promotional material?,NOT
92056,@USER Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minorities.  I’d like to know if the black population that suffers the most shares her opinion,NOT
96218,#WalkAway liberals......Your party is POISON. URL,NOT
20883,@USER You are lying. Stick with the facts. We pay more than that now.,NOT
28204,#Toxictory minister @USER attempted to expense £50 charity donation! It's what  @USER do!! @USER #Toriesmustgo #DissolveTheUnion  URL,NOT
42024,@USER ur so straight forword man👌 i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior💚 artist love for #Manmarziyaan 🤠👍,NOT
54842,@USER @USER @USER @USER did Twitter silence alex jones in retaliation of him asking Twitter jack questions  @USER @USER @USER @USER URL,NOT
76826,"@USER @USER No you're not..you're here 2 represent the Alinskyite Orwellian Leftist Tool&amp;Fool view on things..like 99.9% of the Marxists&amp;Antifa similar 2U..psst! And B4U use the words fascist or fascism again go ahead &amp; read D'Souza's book The Big Lie""..right now U know SQUAT about either..""",NOT
27645,"@USER I do remember. :( But somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things.""",NOT
20943,@USER I think the last thing on the WH or Trump's mind is April Ryan. She needs to stop flattering herself. She's not as important as she thinks she is.,NOT
78064,@USER Principled conservatives are #Hypocrickets,NOT
14122,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't forget @USER &amp; Democrat backed #Antifa,NOT
72353,@USER She is a beautiful person to teach values to her kids. Teaching them they are royalty but keep to keep it from going to their heads. Stay real ❤️,NOT
39051,@USER Bring out his Antifa criminal son to campaign for him,NOT
54546,@USER @USER I didn’t watch and will not watch @USER Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a Saturday.,NOT
50759,A tear is made of 1% water and 99% feelings.,NOT
75992,"@USER @USER Trump addresses gun control representing the NRA.  I will not let you down"" he says. URL",NOT
17259,@USER Holder needs to be prosecuted,NOT
95225,@USER But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR!,NOT
14574,*babysitting 3 kids*  people:”how old do you think she is?” “she has three kids”  me:*dont get mad. don’t get mad. they don’t know. they don’t know*,NOT
23784,@USER well...? URL,NOT
30115,"@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable.""",NOT
69281,@USER @USER Try looking for plain old democrats.  The liberals are the ones which you can’t have a conversation with.,NOT
15322,@USER Great news! Old moonbeam Just went into a coma! 😂,NOT
75089,@USER OMG HE IS SO EXTRA ILY,NOT
43133,@USER @USER Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.,NOT
52102,@USER I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day!,NOT
59537,@USER @USER Guy you are always present...bet why? Lol,NOT
44209,@USER @USER what a baby! URL,NOT
96664,@USER you are very persuasive fam,NOT
12559,@USER THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER.... URL,NOT
61914,@USER Burt. A cool dude.,NOT
32317,#MAGA! IF YOU ARE ALL IN FOR #TRUMP FOLLOW ME AND I WILL FOLLOW BACK.,NOT
94767,@USER thank u!! i’m finally at the point where i’m okay with using heat on it again i’m so happy,NOT
64835,@USER Kind of like what trump does all the time huh?,NOT
41353,@USER Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.,NOT
